Gender,Senior Citizen,Partner,Dependents,Tenure Months,Tenure Groups,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Service Count,Contract,Paperless Billing,Payment Method,Monthly Charges,Charge Category,Total Charges,Churn Value,Churn Reason
Female,No,Yes,Yes,7,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,19.85,Low,144.15,0,
Female,No,Yes,Yes,67,61-72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,7,One year,Yes,Bank transfer (automatic),100.25,High,6689.0,0,
Male,No,No,No,15,13-24,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,6,Month-to-month,No,Electronic check,95.7,High,1451.1,0,
Male,No,Yes,No,67,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,6,Two year,Yes,Electronic check,93.15,High,6368.2,0,
Male,No,Yes,Yes,53,49-60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,6,Two year,Yes,Mailed check,69.7,Medium,3729.6,0,
Male,No,Yes,Yes,21,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Mailed check,19.8,Low,350.1,0,
Female,No,Yes,Yes,40,37-48,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,6,Month-to-month,Yes,Mailed check,71.35,Medium,2847.2,0,
Female,No,Yes,Yes,22,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Bank transfer (automatic),20.75,Low,452.35,0,
Male,No,No,No,39,37-48,No,No phone service,DSL,No,No,No,Yes,No,Yes,3,Month-to-month,Yes,Electronic check,40.6,Low,1494.5,0,
Female,No,Yes,No,2,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.35,Low,41.85,0,
Female,No,Yes,Yes,57,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Bank transfer (automatic),19.75,Low,1272.05,0,
Male,No,Yes,Yes,8,0-12,Yes,No,DSL,No,No,No,No,Yes,No,3,Month-to-month,Yes,Electronic check,54.4,Medium,475.1,0,
Female,No,Yes,Yes,7,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.45,Low,150.75,0,
Male,No,No,No,49,49-60,Yes,Yes,DSL,No,No,No,Yes,Yes,No,5,Two year,Yes,Bank transfer (automatic),66.15,Medium,3199.0,0,
Female,No,No,No,65,61-72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,6,One year,Yes,Electronic check,89.85,High,5844.65,0,
Female,No,No,No,55,49-60,Yes,No,DSL,No,No,No,No,No,No,2,One year,No,Bank transfer (automatic),45.05,Low,2462.6,0,
Male,No,Yes,Yes,71,61-72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,No,Bank transfer (automatic),86.85,High,6263.8,0,
Male,No,No,No,35,25-36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,7,Month-to-month,Yes,Mailed check,96.75,High,3403.4,0,
Male,No,No,No,17,13-24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,8,Month-to-month,Yes,Bank transfer (automatic),106.65,High,1672.1,0,
Female,No,Yes,No,72,61-72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8,Two year,Yes,Credit card (automatic),110.15,High,7881.2,0,
Female,No,Yes,Yes,28,25-36,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,4,One year,Yes,Bank transfer (automatic),82.85,Medium,2320.8,0,
Female,No,Yes,No,18,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,20.1,Low,370.5,0,
Female,No,No,No,52,49-60,Yes,No,DSL,No,No,Yes,No,No,Yes,4,Month-to-month,Yes,Electronic check,59.45,Medium,3043.7,0,
Female,No,Yes,No,47,37-48,Yes,No,DSL,No,Yes,No,No,Yes,No,4,Month-to-month,Yes,Bank transfer (automatic),58.6,Medium,2723.4,0,
Female,No,No,No,23,13-24,Yes,No,DSL,No,No,Yes,No,No,No,3,Month-to-month,No,Credit card (automatic),49.7,Low,1081.25,0,
Male,No,Yes,Yes,66,61-72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,6,Two year,No,Mailed check,65.85,Medium,4097.05,0,
Female,No,No,No,8,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Electronic check,73.5,Medium,632.2,0,
Female,No,Yes,Yes,71,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,No,Credit card (automatic),113.65,High,8166.8,0,
Female,Yes,No,No,50,49-60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,5,Month-to-month,Yes,Electronic check,83.4,Medium,4113.7,0,
Male,No,Yes,No,46,37-48,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,6,Two year,No,Mailed check,65.65,Medium,3047.15,0,
Female,No,No,No,66,61-72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,6,Two year,Yes,Bank transfer (automatic),61.35,Medium,4193.4,0,
Female,No,Yes,No,42,37-48,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,5,Month-to-month,Yes,Credit card (automatic),85.9,High,3729.75,0,
Female,No,No,No,5,0-12,Yes,No,Fiber optic,No,No,No,Yes,No,No,3,Month-to-month,Yes,Mailed check,75.65,Medium,399.45,0,
Male,No,No,No,29,25-36,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,6,One year,No,Credit card (automatic),70.9,Medium,1964.6,0,
Female,No,Yes,Yes,27,25-36,Yes,No,DSL,No,Yes,No,No,No,No,3,Month-to-month,No,Mailed check,49.85,Low,1336.15,0,
Female,No,Yes,Yes,25,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,20.1,Low,486.05,0,
Male,No,Yes,No,57,49-60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,8,Month-to-month,Yes,Electronic check,103.05,High,5925.75,0,
Female,Yes,Yes,No,47,37-48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,No,Electronic check,99.7,High,4747.2,0,
Female,No,No,No,13,13-24,Yes,No,Fiber optic,No,No,No,No,Yes,No,3,Month-to-month,Yes,Mailed check,81.9,Medium,1028.9,0,
Male,No,Yes,Yes,71,61-72,Yes,Yes,DSL,Yes,No,No,No,Yes,No,5,One year,Yes,Electronic check,66.2,Medium,4692.55,0,
Female,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Electronic check,19.75,Low,19.75,0,
Male,Yes,No,No,2,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Mailed check,72.6,Medium,154.3,0,
Male,Yes,No,No,55,49-60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,Month-to-month,Yes,Electronic check,116.5,High,6382.55,0,
Male,Yes,No,No,71,61-72,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,7,Two year,Yes,Electronic check,106.8,High,7623.2,0,
Male,No,Yes,Yes,50,49-60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Mailed check,24.95,Low,1261.45,0,
Male,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Month-to-month,Yes,Electronic check,89.25,High,89.25,0,
Male,No,No,No,5,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Yes,Mailed check,19.25,Low,86.05,0,
Female,No,No,No,66,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,8,One year,Yes,Bank transfer (automatic),104.55,High,6779.05,0,
Female,No,Yes,Yes,49,49-60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8,One year,Yes,Mailed check,87.2,High,4345.0,0,
Female,Yes,Yes,No,3,0-12,No,No phone service,DSL,No,Yes,No,No,No,No,2,Month-to-month,Yes,Electronic check,30.75,Low,82.85,0,
Male,No,Yes,Yes,66,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,One year,Yes,Credit card (automatic),25.7,Low,1714.55,0,
Male,No,No,Yes,11,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4,Month-to-month,No,Electronic check,86.2,High,893.2,0,
Male,No,No,No,28,25-36,No,No phone service,DSL,No,No,No,Yes,No,No,2,Month-to-month,Yes,Credit card (automatic),30.1,Low,810.85,0,
Male,No,Yes,No,65,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,7,Two year,Yes,Electronic check,99.35,High,6347.55,0,
Female,No,No,No,62,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Credit card (automatic),19.2,Low,1123.65,0,
Female,No,Yes,No,2,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Bank transfer (automatic),20.1,Low,43.15,0,
Female,No,No,No,2,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Credit card (automatic),20.35,Low,35.1,0,
Female,No,Yes,Yes,55,49-60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,Yes,Credit card (automatic),25.65,Low,1388.0,0,
Male,Yes,Yes,No,41,37-48,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,94.55,High,3851.45,0,
Female,No,No,No,30,25-36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,5,One year,Yes,Bank transfer (automatic),94.4,High,2638.1,0,
Male,No,No,No,17,13-24,Yes,No,DSL,Yes,Yes,No,No,No,No,4,One year,No,Mailed check,56.1,Medium,946.95,0,
Female,No,Yes,Yes,16,13-24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,6,Two year,No,Bank transfer (automatic),68.25,Medium,1114.85,0,
Male,No,No,No,72,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Bank transfer (automatic),24.75,Low,1777.6,0,
Male,No,No,No,9,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Electronic check,76.25,Medium,684.85,0,
Female,No,No,No,1,0-12,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,Month-to-month,No,Electronic check,74.35,Medium,74.35,0,
Male,No,No,Yes,23,13-24,Yes,No,DSL,No,Yes,No,Yes,No,No,4,Month-to-month,No,Electronic check,54.15,Medium,1312.45,0,
Male,No,No,Yes,8,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Bank transfer (automatic),19.45,Low,159.2,0,
Male,No,Yes,Yes,19,13-24,No,No phone service,DSL,Yes,Yes,No,No,No,No,3,Month-to-month,Yes,Mailed check,34.95,Low,610.2,0,
Female,No,No,No,7,0-12,Yes,Yes,DSL,Yes,No,No,No,No,No,4,Month-to-month,Yes,Electronic check,53.65,Medium,404.35,0,
Male,No,No,No,61,61-72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,7,One year,No,Electronic check,104.0,High,6363.45,0,
Female,No,Yes,No,57,49-60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,6,Two year,Yes,Credit card (automatic),70.35,Medium,4124.65,0,
Male,No,No,Yes,15,13-24,Yes,No,DSL,Yes,No,Yes,No,No,Yes,5,One year,No,Mailed check,64.85,Medium,950.75,0,
Female,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.65,Low,19.65,0,
Female,No,Yes,No,12,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Bank transfer (automatic),45.9,Low,505.95,0,
Male,No,No,No,54,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,20.0,Low,1149.65,0,
Male,No,Yes,Yes,4,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Electronic check,44.8,Low,169.65,0,
Female,No,Yes,No,20,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Mailed check,20.35,Low,393.15,0,
Female,No,No,Yes,26,25-36,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,4,Month-to-month,No,Mailed check,45.8,Low,1147.0,0,
Female,No,Yes,No,53,49-60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,One year,Yes,Bank transfer (automatic),108.95,High,5718.2,0,
Female,No,No,No,68,61-72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7,Two year,No,Credit card (automatic),64.35,Medium,4539.6,0,
Male,No,Yes,Yes,72,61-72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,Yes,Credit card (automatic),90.8,High,6397.6,0,
Male,No,No,No,12,0-12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,One year,No,Credit card (automatic),24.95,Low,280.4,0,
Female,No,Yes,No,68,61-72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,5,Two year,Yes,Bank transfer (automatic),84.7,Medium,5711.05,0,
Female,No,No,Yes,50,49-60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,6,One year,Yes,Credit card (automatic),70.8,Medium,3478.15,0,
Female,Yes,No,No,41,37-48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Month-to-month,Yes,Electronic check,104.4,High,4133.95,0,
Male,Yes,Yes,No,30,25-36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,6,Month-to-month,Yes,Electronic check,101.5,High,2917.65,0,
Male,No,No,No,1,0-12,Yes,Yes,DSL,No,Yes,No,No,No,No,4,Month-to-month,No,Electronic check,54.3,Medium,54.3,0,
Male,Yes,Yes,Yes,29,25-36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,103.95,High,2964.8,0,
Female,No,Yes,Yes,23,13-24,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,Yes,Credit card (automatic),91.1,High,2198.3,0,
Male,No,No,Yes,60,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,19.95,Low,1189.9,0,
Female,No,Yes,No,72,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Credit card (automatic),26.45,Low,1914.5,0,
Male,No,No,No,72,61-72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,7,Two year,Yes,Bank transfer (automatic),75.1,Medium,5336.35,0,
Female,Yes,No,No,66,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,One year,No,Bank transfer (automatic),108.1,High,7238.6,0,
Female,No,Yes,No,72,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,Two year,Yes,Electronic check,110.15,High,7998.8,0,
Female,No,No,No,51,49-60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,One year,Yes,Electronic check,111.5,High,5703.25,0,
Female,No,Yes,Yes,70,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,One year,Yes,Electronic check,106.5,High,7397.0,0,
Male,No,No,No,9,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,Yes,Electronic check,19.9,Low,164.6,0,
Male,No,Yes,Yes,59,49-60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,8,Two year,Yes,Mailed check,111.1,High,6555.2,0,
Male,No,No,Yes,3,0-12,Yes,No,DSL,No,No,No,Yes,Yes,Yes,5,Month-to-month,No,Mailed check,70.7,Medium,225.65,0,
Male,Yes,Yes,No,38,37-48,No,No phone service,DSL,No,No,No,No,No,No,1,Month-to-month,Yes,Electronic check,24.85,Low,955.75,0,
Female,No,No,No,37,37-48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,6,Month-to-month,No,Bank transfer (automatic),91.2,High,3382.3,0,
Male,No,No,No,37,37-48,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,6,Two year,No,Bank transfer (automatic),65.6,Medium,2313.8,0,
Female,No,Yes,Yes,14,13-24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,5,Month-to-month,No,Bank transfer (automatic),59.45,Medium,780.85,0,
Male,No,Yes,No,72,61-72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,8,Two year,Yes,Credit card (automatic),109.95,High,7852.4,0,
Male,No,Yes,Yes,72,61-72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,4,Two year,No,Credit card (automatic),38.5,Low,2763.0,0,
Female,Yes,Yes,No,17,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,92.55,High,1614.7,0,
Female,No,No,No,10,0-12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Month-to-month,Yes,Mailed check,24.5,Low,270.15,0,
Male,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.6,Low,20.6,0,
Female,No,No,No,29,25-36,Yes,No,DSL,Yes,No,Yes,Yes,No,No,5,One year,No,Credit card (automatic),58.0,Medium,1734.5,0,
Female,Yes,Yes,Yes,65,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,One year,Yes,Electronic check,107.45,High,7047.5,0,
Female,No,No,No,8,0-12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,6,Month-to-month,Yes,Bank transfer (automatic),65.5,Medium,573.15,0,
Male,No,Yes,No,61,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Bank transfer (automatic),25.45,Low,1538.6,0,
Female,Yes,No,No,45,37-48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,One year,Yes,Bank transfer (automatic),100.15,High,4459.8,0,
Male,No,Yes,Yes,72,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,One year,Yes,Credit card (automatic),104.45,High,7459.0,0,
Male,No,Yes,Yes,12,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Yes,Electronic check,21.15,Low,306.05,0,
Male,No,No,No,7,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,No,Electronic check,96.2,High,639.7,0,
Male,No,No,No,9,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Mailed check,44.4,Low,348.15,0,
Male,No,Yes,Yes,58,49-60,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,6,Two year,No,Bank transfer (automatic),94.35,High,5563.65,0,
Male,No,Yes,Yes,2,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.3,Low,40.25,0,
Female,No,Yes,No,40,37-48,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,7,One year,No,Bank transfer (automatic),105.75,High,4228.55,0,
Male,No,No,No,9,0-12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,4,Month-to-month,Yes,Electronic check,81.15,Medium,784.45,0,
Male,No,No,No,41,37-48,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,5,One year,Yes,Electronic check,89.55,High,3729.75,0,
Female,No,No,No,26,25-36,Yes,No,DSL,No,Yes,Yes,No,No,No,4,Month-to-month,Yes,Credit card (automatic),54.75,Medium,1406.9,0,
Female,No,Yes,No,33,25-36,Yes,No,DSL,No,Yes,No,Yes,No,No,4,One year,Yes,Credit card (automatic),53.75,Medium,1857.3,0,
Male,No,Yes,Yes,68,61-72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,7,One year,No,Credit card (automatic),105.75,High,7322.5,0,
Female,Yes,Yes,No,65,61-72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,7,Two year,Yes,Credit card (automatic),105.85,High,6725.5,0,
Male,No,No,No,55,49-60,Yes,No,DSL,No,Yes,No,Yes,No,Yes,5,One year,Yes,Electronic check,64.2,Medium,3627.3,0,
Male,No,No,No,19,13-24,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,4,One year,Yes,Credit card (automatic),87.7,High,1725.95,0,
Female,No,No,No,45,37-48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,5,Month-to-month,Yes,Credit card (automatic),89.3,High,4192.15,0,
Female,No,Yes,Yes,70,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Credit card (automatic),20.15,Low,1411.2,0,
Female,No,Yes,No,12,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Electronic check,20.05,Low,264.55,0,
Male,No,No,Yes,72,61-72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7,Two year,No,Credit card (automatic),67.2,Medium,4671.7,0,
Male,No,No,No,12,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,No,Electronic check,94.55,High,1173.55,0,
Male,Yes,Yes,No,71,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8,Month-to-month,Yes,Electronic check,107.5,High,7713.55,0,
Male,Yes,No,No,35,25-36,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,6,One year,Yes,Electronic check,73.0,Medium,2471.25,0,
Male,No,Yes,Yes,70,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,No,Credit card (automatic),114.75,High,7842.3,0,
Female,No,No,No,31,25-36,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Electronic check,76.05,Medium,2227.8,0,
Male,Yes,Yes,No,30,25-36,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,No,Mailed check,77.9,Medium,2351.45,0,
Female,No,No,No,33,25-36,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,5,Month-to-month,Yes,Electronic check,90.65,High,2989.6,0,
Male,Yes,Yes,No,54,49-60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,Two year,Yes,Electronic check,110.45,High,6077.75,0,
Female,No,No,No,59,49-60,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,6,One year,No,Bank transfer (automatic),68.7,Medium,4070.95,0,
Male,Yes,No,No,55,49-60,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,4,Month-to-month,Yes,Electronic check,44.85,Low,2479.05,0,
Male,Yes,Yes,No,69,61-72,No,No phone service,DSL,No,No,Yes,No,No,No,2,One year,Yes,Credit card (automatic),29.8,Low,2134.3,0,
Female,No,No,No,66,61-72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,5,One year,Yes,Bank transfer (automatic),88.9,High,6000.1,0,
Male,No,Yes,Yes,37,37-48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,5,One year,Yes,Mailed check,58.75,Medium,2203.1,0,
Male,Yes,Yes,No,9,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Credit card (automatic),19.85,Low,183.15,0,
Male,No,Yes,Yes,69,61-72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,8,Two year,No,Bank transfer (automatic),86.9,High,6194.1,0,
